X,Y,Universe,Channel,Name
68,49,1,48,"RGB_light #0794"
69,49,1,51,"RGB_light #0795"
70,49,1,54,"RGB_light #0796"
71,49,1,57,"RGB_light #0797"
72,49,1,60,"RGB_light #0798"
73,49,1,63,"RGB_light #0799"
74,49,1,66,"RGB_light #0800"
75,49,1,69,"RGB_light #0801"
76,49,1,72,"RGB_light #0802"
77,49,1,75,"RGB_light #0803"
76,48,3,186,"RGB_light #0804"
75,48,3,189,"RGB_light #0805"
74,48,3,192,"RGB_light #0806"
73,48,3,195,"RGB_light #0807"
72,48,3,198,"RGB_light #0808"
71,48,3,201,"RGB_light #0809"
70,48,3,204,"RGB_light #0810"
69,48,3,207,"RGB_light #0811"
68,48,3,210,"RGB_light #0812"
67,48,3,213,"RGB_light #0813"
66,48,3,216,"RGB_light #0814"
65,48,3,219,"RGB_light #0815"
64,48,3,222,"RGB_light #0816"
63,48,3,225,"RGB_light #0817"
62,48,3,228,"RGB_light #0818"
61,48,3,231,"RGB_light #0819"
60,48,3,234,"RGB_light #0820"
59,48,3,237,"RGB_light #0821"
58,48,3,240,"RGB_light #0822"
57,48,3,243,"RGB_light #0823"
56,48,3,246,"RGB_light #0824"
55,48,3,249,"RGB_light #0825"
54,48,3,252,"RGB_light #0826"
76,47,3,255,"RGB_light #0827"
75,47,3,258,"RGB_light #0828"
74,47,3,261,"RGB_light #0829"
73,47,3,264,"RGB_light #0830"
72,47,3,267,"RGB_light #0831"
71,47,3,270,"RGB_light #0832"
70,47,3,273,"RGB_light #0833"
69,47,3,276,"RGB_light #0834"
68,47,3,279,"RGB_light #0835"
67,47,3,282,"RGB_light #0836"
66,47,3,285,"RGB_light #0837"
65,47,3,288,"RGB_light #0838"
64,47,3,291,"RGB_light #0839"
63,47,3,294,"RGB_light #0840"
62,47,3,297,"RGB_light #0841"
61,47,3,300,"RGB_light #0842"
60,47,3,303,"RGB_light #0843"
59,47,3,306,"RGB_light #0844"
58,47,3,309,"RGB_light #0845"
57,47,3,312,"RGB_light #0846"
56,47,3,315,"RGB_light #0847"
55,47,3,318,"RGB_light #0848"
54,47,3,321,"RGB_light #0849"
53,47,3,324,"RGB_light #0850"
75,46,3,327,"RGB_light #0851"
74,46,3,330,"RGB_light #0852"
73,46,3,333,"RGB_light #0853"
72,46,3,336,"RGB_light #0854"
71,46,3,339,"RGB_light #0855"
70,46,3,342,"RGB_light #0856"
69,46,3,345,"RGB_light #0857"
68,46,3,348,"RGB_light #0858"
67,46,3,351,"RGB_light #0859"
66,46,3,354,"RGB_light #0860"
65,46,3,357,"RGB_light #0861"
64,46,3,360,"RGB_light #0862"
63,46,3,363,"RGB_light #0863"
62,46,3,366,"RGB_light #0864"
61,46,3,369,"RGB_light #0865"
60,46,3,372,"RGB_light #0866"
59,46,3,375,"RGB_light #0867"
58,46,3,378,"RGB_light #0868"
57,46,3,381,"RGB_light #0869"
56,46,3,384,"RGB_light #0870"
55,46,3,387,"RGB_light #0871"
74,45,4,111,"RGB_light #0872"
73,45,4,114,"RGB_light #0873"
72,45,4,117,"RGB_light #0874"
71,45,4,120,"RGB_light #0875"
70,45,4,123,"RGB_light #0876"
69,45,4,126,"RGB_light #0877"
68,45,4,129,"RGB_light #0878"
67,45,4,132,"RGB_light #0879"
66,45,4,135,"RGB_light #0880"
65,45,4,138,"RGB_light #0881"
64,45,4,141,"RGB_light #0882"
63,45,4,144,"RGB_light #0883"
62,45,4,147,"RGB_light #0884"
61,45,4,150,"RGB_light #0885"
60,45,4,153,"RGB_light #0886"
59,45,4,156,"RGB_light #0887"
58,45,4,159,"RGB_light #0888"
57,45,4,162,"RGB_light #0889"
56,45,4,165,"RGB_light #0890"
55,45,4,168,"RGB_light #0891"
54,45,4,171,"RGB_light #0892"
75,44,4,174,"RGB_light #0893"
74,44,4,177,"RGB_light #0894"
73,44,4,180,"RGB_light #0895"
72,44,4,183,"RGB_light #0896"
71,44,4,186,"RGB_light #0897"
70,44,4,189,"RGB_light #0898"
69,44,4,192,"RGB_light #0899"
68,44,4,195,"RGB_light #0900"
67,44,4,198,"RGB_light #0901"
66,44,4,201,"RGB_light #0902"
65,44,4,204,"RGB_light #0903"
64,44,4,207,"RGB_light #0904"
63,44,4,210,"RGB_light #0905"
62,44,4,213,"RGB_light #0906"
61,44,4,216,"RGB_light #0907"
60,44,4,219,"RGB_light #0908"
59,44,4,222,"RGB_light #0909"
58,44,4,225,"RGB_light #0910"
57,44,4,228,"RGB_light #0911"
56,44,4,231,"RGB_light #0912"
55,44,4,234,"RGB_light #0913"
73,43,4,237,"RGB_light #0914"
72,43,4,240,"RGB_light #0915"
71,43,4,243,"RGB_light #0916"
70,43,4,246,"RGB_light #0917"
69,43,4,249,"RGB_light #0918"
68,43,4,252,"RGB_light #0919"
67,43,4,255,"RGB_light #0920"
66,43,4,258,"RGB_light #0921"
65,43,4,261,"RGB_light #0922"
64,43,4,264,"RGB_light #0923"
63,43,4,267,"RGB_light #0924"
62,43,4,270,"RGB_light #0925"
61,43,4,273,"RGB_light #0926"
60,43,4,276,"RGB_light #0927"
59,43,4,279,"RGB_light #0928"
58,43,4,282,"RGB_light #0929"
57,43,4,285,"RGB_light #0930"
72,42,4,288,"RGB_light #0931"
71,42,4,291,"RGB_light #0932"
70,42,4,294,"RGB_light #0933"
69,42,4,297,"RGB_light #0934"
68,42,4,300,"RGB_light #0935"
67,42,4,303,"RGB_light #0936"
66,42,4,306,"RGB_light #0937"
65,42,4,309,"RGB_light #0938"
64,42,4,312,"RGB_light #0939"
63,42,4,315,"RGB_light #0940"
62,42,4,318,"RGB_light #0941"
61,42,4,321,"RGB_light #0942"
60,42,4,324,"RGB_light #0943"
59,42,4,327,"RGB_light #0944"
70,41,4,330,"RGB_light #0945"
69,41,4,333,"RGB_light #0946"
68,41,4,336,"RGB_light #0947"
67,41,4,339,"RGB_light #0948"
66,41,4,342,"RGB_light #0949"
65,41,4,345,"RGB_light #0950"
64,41,4,348,"RGB_light #0951"
63,41,4,351,"RGB_light #0952"
62,41,4,354,"RGB_light #0953"
61,41,4,357,"RGB_light #0954"
60,41,4,360,"RGB_light #0955"
59,41,4,363,"RGB_light #0956"
58,41,4,366,"RGB_light #0957"
58,40,4,369,"RGB_light #0958"
59,40,4,372,"RGB_light #0959"
60,40,4,375,"RGB_light #0960"
61,40,4,378,"RGB_light #0961"
62,40,4,381,"RGB_light #0962"
63,40,4,384,"RGB_light #0963"
59,39,4,387,"RGB_light #0964"
58,39,4,390,"RGB_light #0965"
57,39,4,393,"RGB_light #0966"
71,40,4,396,"RGB_light #0967"
70,40,4,399,"RGB_light #0968"
69,40,4,402,"RGB_light #0969"
68,40,4,405,"RGB_light #0970"
67,40,4,408,"RGB_light #0971"
67,39,4,411,"RGB_light #0972"
68,39,4,414,"RGB_light #0973"
69,39,4,417,"RGB_light #0974"
70,39,4,420,"RGB_light #0975"
69,38,4,423,"RGB_light #0976"
68,38,4,426,"RGB_light #0977"
67,38,4,429,"RGB_light #0978"
68,37,4,432,"RGB_light #0979"
67,37,4,435,"RGB_light #0980"
66,37,4,438,"RGB_light #0981"
80,43,3,0,"RGB_light #0982"
50,43,7,399,"RGB_light #0983"
51,43,7,402,"RGB_light #0984"
52,43,7,405,"RGB_light #0985"
53,43,7,408,"RGB_light #0986"
50,44,7,411,"RGB_light #0987"
51,44,7,414,"RGB_light #0988"
52,44,7,417,"RGB_light #0989"
53,44,7,420,"RGB_light #0990"
42,49,7,0,"RGB_light #0991"
41,39,7,156,"RGB_light #0992"
41,40,7,159,"RGB_light #0993"
41,41,7,162,"RGB_light #0994"
41,42,7,165,"RGB_light #0995"
79,55,2,449,"RGB_light #0996"
